DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
200716734,12/05/2020 12:00:00 AM,12/05/2020 12:00:00 AM,0915,07,Wilshire,0765,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1309 0443,59,F,W,108,PARKING LOT,511,VERBAL THREAT,IC,Invest Cont,930,,,,VENICE                       BL,RIMPAU,34.0467,-118.3406
201212831,05/15/2020 12:00:00 AM,05/04/2020 12:00:00 AM,0700,12,77th Street,1239,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0321,57,M,B,720,JUNIOR HIGH SCHOOL,,,IC,Invest Cont,740,,,,5900 S  VERMONT                      AV,,33.9875,-118.2915
200906646,02/28/2020 12:00:00 AM,02/27/2020 12:00:00 AM,1030,09,Van Nuys,0991,1,310,BURGLARY,0344 1606,44,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,15100    ENCANTO                      DR,,34.1466,-118.462
200816285,11/11/2020 12:00:00 AM,11/10/2020 12:00:00 AM,1700,08,West LA,0897,1,310,BURGLARY,1822 0344 0397 1602 0352 1402 1267,31,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,310,998,,,3300 S  BEVERLY                      DR,,34.031,-118.3989
200616417,10/08/2020 12:00:00 AM,10/08/2020 12:00:00 AM,0230,06,Hollywood,0648,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1501 1218,34,M,W,101,STREET,114,AIR PISTOL/REVOLVER/RIFLE/BB GUN,IC,Invest Cont,230,,,,5700 W  HOLLYWOOD                    BL,,34.1017,-118.3141
201014150,10/17/2020 12:00:00 AM,10/10/2020 12:00:00 AM,0001,10,West Valley,1006,2,354,THEFT OF IDENTITY,1822 0922 0929,29,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7800    TEXHOMA                      AV,,34.212,-118.5154
200212614,07/16/2020 12:00:00 AM,04/21/2020 12:00:00 AM,0900,02,Rampart,0233,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,100 N  RAMPART                      BL,,34.0695,-118.2768
200605329,01/29/2020 12:00:00 AM,01/25/2020 12:00:00 AM,1400,06,Hollywood,0647,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,75,F,A,735,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,440,,,,1600 N  EL CENTRO                    AV,,34.0998,-118.3237
200706186,02/16/2020 12:00:00 AM,02/14/2020 12:00:00 AM,1615,07,Wilshire,0782,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0394 1822,32,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,1900 S  LA CIENEGA                   BL,,34.0426,-118.3764
200815198,10/09/2020 12:00:00 AM,10/09/2020 12:00:00 AM,1330,08,West LA,0827,2,624,BATTERY - SIMPLE ASSAULT,1822 0421,29,F,W,252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,11700    SAN VICENTE                  BL,,34.0536,-118.4662
201218195,08/09/2020 12:00:00 AM,08/09/2020 12:00:00 AM,0200,12,77th Street,1256,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0400 0416 2000 1814 0913 0429 0344 0445 0419,35,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,700 W  74TH                         ST,,33.9727,-118.2846
200408096,04/22/2020 12:00:00 AM,04/22/2020 12:00:00 AM,1900,04,Hollenbeck,0471,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 2004 1822 0411,32,M,H,101,STREET,205,KITCHEN KNIFE,AA,Adult Arrest,230,998,,,6TH,ANDERSON,34.0391,-118.2236
200508431,04/18/2020 12:00:00 AM,04/18/2020 12:00:00 AM,2200,05,Harbor,0515,2,946,OTHER MISCELLANEOUS CRIME,0913 1243 1813,58,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,946,,,,1600    WILMINGTON                   BL,,33.7951,-118.2752
201219454,08/28/2020 12:00:00 AM,08/28/2020 12:00:00 AM,0020,12,77th Street,1259,2,888,TRESPASSING,1402 1202 1822 0342,68,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,998,,,700 E  76TH                         ST,,33.9712,-118.263
201219885,09/03/2020 12:00:00 AM,09/03/2020 12:00:00 AM,0835,12,77th Street,1253,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0913 2021 1202 0416 0432 0421 0319,81,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,930,,,7200 S  HARVARD                      BL,,33.9741,-118.3068
200913371,08/10/2020 12:00:00 AM,03/20/2020 12:00:00 AM,0600,09,Van Nuys,0911,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1501,0,M,X,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,845,,,,15300    SHERMAN                      WY,,34.2011,-118.4669
200909092,04/29/2020 12:00:00 AM,04/27/2020 12:00:00 AM,2100,09,Van Nuys,0919,1,330,BURGLARY FROM VEHICLE,1609 0344 1300,54,M,B,101,STREET,,,IC,Invest Cont,330,,,,13600    SHERMAN                      WY,,34.2012,-118.4294
200717236,12/18/2020 12:00:00 AM,12/18/2020 12:00:00 AM,1100,07,Wilshire,0752,1,320,"BURGLARY, ATTEMPTED",1822 1602 0397 0329,84,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,320,,,,1200    ALVIRA                       ST,,34.0532,-118.3729
200115046,07/19/2020 12:00:00 AM,07/19/2020 12:00:00 AM,1425,01,Central,0166,2,624,BATTERY - SIMPLE ASSAULT,1218 0356 0305 0344 0416 1822,54,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,7TH                          ST,SAN PEDRO                    ST,34.0412,-118.2474
200319472,10/27/2020 12:00:00 AM,10/27/2020 12:00:00 AM,1330,03,Southwest,0314,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1236 1307 0329 0913,18,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,740,,,,3900 W  ADAMS                        BL,,34.0326,-118.3284
200610699,05/27/2020 12:00:00 AM,05/24/2020 12:00:00 AM,1730,06,Hollywood,0648,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,24,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,5600    CARLTON                      WY,,34.1005,-118.3115
201005330,02/01/2020 12:00:00 AM,02/01/2020 12:00:00 AM,0945,10,West Valley,1065,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0385 1300 1822,43,M,O,101,STREET,,,IC,Invest Cont,420,,,,17800    MARGATE                      ST,,34.1686,-118.5203
200504809,01/20/2020 12:00:00 AM,01/20/2020 12:00:00 AM,0945,05,Harbor,0507,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 0913 2000 1813 0444,42,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,22800    LOCKNESS                     AV,,33.819,-118.3066
200705134,01/20/2020 12:00:00 AM,01/19/2020 12:00:00 AM,1930,07,Wilshire,0702,1,480,BIKE - STOLEN,0344,30,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,480,,,,800 N  VISTA                        ST,,34.0854,-118.3522
200812232,07/22/2020 12:00:00 AM,07/22/2020 12:00:00 AM,1100,08,West LA,0815,2,354,THEFT OF IDENTITY,0930,45,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,300    DALKEITH                     AV,,34.0691,-118.4619
200611438,06/15/2020 12:00:00 AM,06/14/2020 12:00:00 AM,1300,06,Hollywood,0667,2,755,BOMB SCARE,0344 0443 0404 0913,0,X,X,203,OTHER BUSINESS,511,VERBAL THREAT,IC,Invest Cont,755,,,,5800 W  SUNSET                       BL,,34.0981,-118.3158
200111209,05/01/2020 12:00:00 AM,04/30/2020 12:00:00 AM,1803,01,Central,0162,1,210,ROBBERY,0305 0355 0319 0334 0302 0344 1309 1822,37,M,H,123,PARKING UNDERGROUND/BUILDING,102,HAND GUN,IC,Invest Cont,210,,,,700 W  9TH                          ST,,34.0462,-118.2585
200415454,12/01/2020 12:00:00 AM,11/16/2020 12:00:00 AM,1200,04,Hollenbeck,0409,2,354,THEFT OF IDENTITY,0100,47,F,H,750,CYBERSPACE,,,IC,Invest Cont,354,,,,5500    ATLAS                        ST,,34.0976,-118.1602
200605686,02/05/2020 12:00:00 AM,02/03/2020 12:00:00 AM,0001,06,Hollywood,0648,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,22,M,H,108,PARKING LOT,,,IC,Invest Cont,341,,,,5500    HAROLD                       WY,,34.0994,-118.3093
200508796,04/27/2020 12:00:00 AM,04/25/2020 12:00:00 AM,1700,05,Harbor,0515,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329,40,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1500 N  AVALON                       BL,,33.7948,-118.2694
200909232,05/02/2020 12:00:00 AM,05/01/2020 12:00:00 AM,2200,09,Van Nuys,0926,1,330,BURGLARY FROM VEHICLE,0344,38,F,H,101,STREET,,,IC,Invest Cont,330,,,,6600    COSTELLO                     AV,,34.1903,-118.4378
200605833,02/07/2020 12:00:00 AM,02/05/2020 12:00:00 AM,1300,06,Hollywood,0622,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344 0385,34,M,H,707,GARAGE/CARPORT,,,IC,Invest Cont,331,,,,7200    HILLSIDE                     AV,,34.1046,-118.3461
200313632,07/01/2020 12:00:00 AM,06/30/2020 12:00:00 AM,2030,03,Southwest,0307,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1606 1822 0385 1300,38,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,331,,,,2500    WELLINGTON                   RD,,34.0339,-118.337
200116174,08/10/2020 12:00:00 AM,08/08/2020 12:00:00 AM,1300,01,Central,0152,1,330,BURGLARY FROM VEHICLE,0344 0329 1822 1307 1609,31,F,A,101,STREET,,,IC,Invest Cont,330,,,,HOPE                         ST,6TH                          ST,34.0495,-118.2564
200606007,02/11/2020 12:00:00 AM,02/11/2020 12:00:00 AM,1055,06,Hollywood,0668,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,16,M,W,721,HIGH SCHOOL,,,IC,Invest Cont,440,,,,1300 N  WILTON                       PL,,34.0948,-118.3136
200608399,03/28/2020 12:00:00 AM,03/27/2020 12:00:00 AM,1700,06,Hollywood,0615,1,330,BURGLARY FROM VEHICLE,0344 0329 1307,30,M,H,101,STREET,,,IC,Invest Cont,330,,,,LAKE HOLLYWOOD,WONDER VIEW,34.1322,-118.3384
200122630,12/20/2020 12:00:00 AM,12/19/2020 12:00:00 AM,0200,01,Central,0185,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,X,X,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,900 S  BROADWAY,,34.0419,-118.2564
201208742,03/08/2020 12:00:00 AM,03/08/2020 12:00:00 AM,1300,12,77th Street,1239,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0416 1822,46,F,B,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,230,,,,5900 S  FIGUEROA                     ST,,33.9871,-118.2827
200314858,07/28/2020 12:00:00 AM,07/27/2020 12:00:00 AM,2130,03,Southwest,0319,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,AA,Adult Arrest,510,,,,2100    BONSALLO                     AV,,34.0323,-118.2776
200315958,08/18/2020 12:00:00 AM,08/18/2020 12:00:00 AM,0012,03,Southwest,0373,2,890,FAILURE TO YIELD,1309 1501 0202 1822,19,X,X,101,STREET,,,IC,Invest Cont,890,,,,MARTIN LUTHER KING JR        BL,CRENSHAW                     BL,34.0109,-118.3351
200313281,06/27/2020 12:00:00 AM,06/26/2020 12:00:00 AM,2305,03,Southwest,0331,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1309 1822 0352 0216 1606,44,M,B,101,STREET,,,IC,Invest Cont,331,,,,4800    WESTHAVEN                    ST,,34.0264,-118.3481
200707668,03/22/2020 12:00:00 AM,03/21/2020 12:00:00 AM,0550,07,Wilshire,0759,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1200    BRONSON                      AV,,34.0499,-118.3242
200413270,09/29/2020 12:00:00 AM,09/29/2020 12:00:00 AM,0215,04,Hollenbeck,0467,2,900,VIOLATION OF COURT ORDER,2038,47,F,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,900,,,,2600 E  4TH                          ST,,34.0389,-118.208
201113788,09/20/2020 12:00:00 AM,09/20/2020 12:00:00 AM,0030,11,Northeast,1126,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1822,17,M,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,YORK,AVENUE 52,34.1207,-118.2026
201011314,07/24/2020 12:00:00 AM,07/24/2020 12:00:00 AM,1540,10,West Valley,1021,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0443,34,M,W,406,OTHER STORE,511,VERBAL THREAT,AA,Adult Arrest,930,,,,19300    VANOWEN                      ST,,34.1938,-118.5534
201220280,09/08/2020 12:00:00 AM,09/08/2020 12:00:00 AM,1900,12,77th Street,1231,2,624,BATTERY - SIMPLE ASSAULT,0416 0446 0913 0429 1202 1701 1309 0361 2003 0444,66,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,4300 W  59TH                         ST,,33.9871,-118.3519
201011557,08/01/2020 12:00:00 AM,08/01/2020 12:00:00 AM,0001,10,West Valley,1029,1,520,VEHICLE - ATTEMPT STOLEN,1300 1607 1822 0329,40,F,H,108,PARKING LOT,,,IC,Invest Cont,520,,,,16100    VANOWEN                      ST,,34.1976,-118.4799
201110895,06/27/2020 12:00:00 AM,06/26/2020 12:00:00 AM,2200,11,Northeast,1141,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,420,,,,4700    AMBROSE                      AV,,34.1099,-118.2923
200209757,05/03/2020 12:00:00 AM,05/03/2020 12:00:00 AM,1130,02,Rampart,0269,1,210,ROBBERY,1822 1419 0342 0449 0355 0371 0906 0327 0344 0377,35,M,H,102,SIDEWALK,200,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,210,998,,,JAMES M WOOD,GRATTAN,34.0504,-118.2722
200317128,09/10/2020 12:00:00 AM,09/10/2020 12:00:00 AM,1930,03,Southwest,0357,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1822,39,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,3500 S  NORMANDIE                    AV,,34.0242,-118.3002
200320465,11/16/2020 12:00:00 AM,11/15/2020 12:00:00 AM,1000,03,Southwest,0329,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,28TH                         ST,FLOWER                       ST,34.026,-118.2758
200919016,12/31/2020 12:00:00 AM,12/23/2020 12:00:00 AM,1200,09,Van Nuys,0915,1,310,BURGLARY,1607 0344 0358 0321 1414 1420,0,X,X,118,CONSTRUCTION SITE,,,IC,Invest Cont,310,,,,7100    VAN NUYS                     BL,,34.1994,-118.4488
200610306,05/17/2020 12:00:00 AM,05/17/2020 12:00:00 AM,0050,06,Hollywood,0668,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0416 1814 2000 0913,34,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,5600    VIRGINIA                     AV,,34.0918,-118.3109
200219096,12/28/2020 12:00:00 AM,12/27/2020 12:00:00 AM,1645,02,Rampart,0237,2,662,"BUNCO, GRAND THEFT",1822 0701 0800 0100,38,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,662,,,,1500    COUNCIL                      ST,,34.0656,-118.2616
201305867,02/02/2020 12:00:00 AM,02/02/2020 12:00:00 AM,1210,13,Newton,1385,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0377 0352 1606 0344,49,F,H,104,DRIVEWAY,,,IC,Invest Cont,420,,,,600 E  GAGE                         AV,,33.9857,-118.2628
201213641,05/27/2020 12:00:00 AM,05/25/2020 12:00:00 AM,1640,12,77th Street,1208,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,48TH                         ST,FIGUEROA                     ST,33.9997,-118.2827
201013650,10/02/2020 12:00:00 AM,10/02/2020 12:00:00 AM,0845,10,West Valley,1012,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0416 0913 1814 0417 0340 0445 0411 1309 0359,22,M,O,102,SIDEWALK,218,OTHER CUTTING INSTRUMENT,AA,Adult Arrest,236,,,,VALERIO,RESEDA,34.2048,-118.536
201208702,03/08/2020 12:00:00 AM,03/08/2020 12:00:00 AM,1300,12,77th Street,1243,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1600 W  66TH                         ST,,33.9792,-118.3046
201005390,02/03/2020 12:00:00 AM,01/31/2020 12:00:00 AM,1500,10,West Valley,1008,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1822 1607,0,M,O,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,420,,,,8000    BALBOA                       BL,,34.2157,-118.5011
200400819,05/24/2020 12:00:00 AM,05/24/2020 12:00:00 AM,2145,04,Hollenbeck,0491,1,210,ROBBERY,1822 0325 0355,0,X,X,203,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210,,,,1700 S  SOTO                         ST,,34.0233,-118.2222
200404133,01/03/2020 12:00:00 AM,01/03/2020 12:00:00 AM,2045,04,Hollenbeck,0453,2,624,BATTERY - SIMPLE ASSAULT,1810 0416,40,M,B,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,624,,,,1300    PENNSYLVANIA                 AV,,34.0528,-118.2215
200813949,09/11/2020 12:00:00 AM,09/04/2020 12:00:00 AM,1458,08,West LA,0835,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0394 0344 0346,37,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,1900    SELBY                        AV,,34.0487,-118.4319
200300601,03/19/2020 12:00:00 AM,03/18/2020 12:00:00 AM,1200,03,Southwest,0335,1,330,BURGLARY FROM VEHICLE,1609 1402 1601 0329 0344 0352,29,M,W,101,STREET,,,IC,Invest Cont,330,,,,2600 W  30TH                         ST,,34.0276,-118.3236
200211375,06/15/2020 12:00:00 AM,06/15/2020 12:00:00 AM,1630,02,Rampart,0249,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0202 0344 0394 1822,0,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,1100 W  6TH                          ST,,34.0541,-118.2621
200618301,11/21/2020 12:00:00 AM,11/21/2020 12:00:00 AM,0600,06,Hollywood,0622,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,2300    JUPITER                      DR,,34.1106,-118.3646
201210589,04/03/2020 12:00:00 AM,04/03/2020 12:00:00 AM,2030,12,77th Street,1203,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307,22,F,H,101,STREET,,,IC,Invest Cont,745,,,,1500 W  46TH                         ST,,34.0019,-118.3056
201116284,12/03/2020 12:00:00 AM,12/03/2020 12:00:00 AM,0805,11,Northeast,1147,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0416 1814 0913 2000,24,F,H,254,STUDIO (FILM/PHOTOGRAPHIC/MUSIC),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,1900    KEMPER                       ST,,34.1018,-118.2325
200406644,03/08/2020 12:00:00 AM,03/05/2020 12:00:00 AM,2200,04,Hollenbeck,0455,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,28,F,W,101,STREET,,,IC,Invest Cont,331,,,,500    BRITTANIA                    ST,,34.0493,-118.2133
200617539,11/03/2020 12:00:00 AM,11/02/2020 12:00:00 AM,0500,06,Hollywood,0648,2,624,BATTERY - SIMPLE ASSAULT,1822 0400 0416 0417 1218 0216 0342 0359,57,M,W,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,5600 W  SUNSET                       BL,,34.1,-118.3113
201222549,10/13/2020 12:00:00 AM,10/13/2020 12:00:00 AM,1620,12,77th Street,1249,2,903,CONTEMPT OF COURT,0913 2038 1312 1814,39,F,H,101,STREET,,,AO,Adult Other,903,,,,600 W  GAGE                         AV,,33.9824,-118.2844
200313886,07/09/2020 12:00:00 AM,07/09/2020 12:00:00 AM,0315,03,Southwest,0397,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0305 0334 0371 1816 0906,19,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230,,,,4200 S  VERMONT                      AV,,34.0073,-118.298
200314030,07/11/2020 12:00:00 AM,07/11/2020 12:00:00 AM,1500,03,Southwest,0363,2,354,THEFT OF IDENTITY,1202 0121 1822 0100,90,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,3900    MARLTON                      AV,,34.0133,-118.337
200304179,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,0147,03,Southwest,0374,1,210,ROBBERY,1822 0342 0344 0354 0352 0417 2033,20,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,3800    WELLAND                      AV,,34.0173,-118.3261
200817734,12/20/2020 12:00:00 AM,12/20/2020 12:00:00 AM,1050,08,West LA,0854,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1402 0329 1822,0,X,X,252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",,,IC,Invest Cont,740,998,,,11100    SANTA MONICA                 BL,,34.0474,-118.445
200217162,11/07/2020 12:00:00 AM,11/07/2020 12:00:00 AM,0950,02,Rampart,0295,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1800 S  BONNIE BRAE                  ST,,34.0402,-118.2836
200616654,10/13/2020 12:00:00 AM,10/13/2020 12:00:00 AM,2120,06,Hollywood,0666,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 1601 1606 0344 1822 0209 0216,27,M,H,101,STREET,,,IC,Invest Cont,420,480,,,FOUNTAIN,CAHUENGA,34.0944,-118.3288
201113171,09/02/2020 12:00:00 AM,08/24/2020 12:00:00 AM,1630,11,Northeast,1115,1,310,BURGLARY,1602 0344 0358 0397,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,2200    FAIR PARK                    AV,,34.1361,-118.215
201210975,04/15/2020 12:00:00 AM,04/15/2020 12:00:00 AM,0520,12,77th Street,1251,1,520,VEHICLE - ATTEMPT STOLEN,0329 1300 1309 1307 1609 0342,48,M,H,101,STREET,,,IC,Invest Cont,520,,,,10TH                         AV,76TH                         ST,33.9709,-118.3287
200910474,06/03/2020 12:00:00 AM,06/02/2020 12:00:00 AM,2000,09,Van Nuys,0926,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,14300    VANOWEN                      ST,,34.1939,-118.4444
200206684,02/23/2020 12:00:00 AM,02/23/2020 12:00:00 AM,0315,02,Rampart,0256,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1813 2002 0334 0445 1601 0913,37,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200,KNIFE WITH BLADE 6INCHES OR LESS,AO,Adult Other,236,,,,600 S  UNION                        AV,,34.0565,-118.2724
200817902,12/25/2020 12:00:00 AM,12/19/2020 12:00:00 AM,1200,08,West LA,0832,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,38,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,745,,,,800 S  WESTGATE                     AV,,34.0521,-118.4699
201109834,05/27/2020 12:00:00 AM,05/27/2020 12:00:00 AM,1230,11,Northeast,1199,2,888,TRESPASSING,1822 1501,45,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,700    AMADOR                       ST,,34.0763,-118.2336
200710378,06/12/2020 12:00:00 AM,06/11/2020 12:00:00 AM,2232,07,Wilshire,0782,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 1300 0344,49,M,A,104,DRIVEWAY,,,IC,Invest Cont,420,,,,5900    SPELTHORNE                   LN,,34.0412,-118.3711
200707946,04/02/2020 12:00:00 AM,04/02/2020 12:00:00 AM,1450,07,Wilshire,0782,1,220,ATTEMPTED ROBBERY,0358 0302,17,M,H,101,STREET,113,SIMULATED GUN,JA,Juv Arrest,220,,,,6000    COMEY                        AV,,34.0339,-118.3747
200410108,06/23/2020 12:00:00 AM,06/23/2020 12:00:00 AM,0750,04,Hollenbeck,0445,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,1900    MARENGO                      ST,,34.0575,-118.2093
200121645,11/28/2020 12:00:00 AM,11/06/2020 12:00:00 AM,0800,01,Central,0176,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0394 1822,24,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,700 S  LOS ANGELES                  ST,,34.0426,-118.2513
